,year,state,demRatio
3213,2012,Massachusetts,0.6178568074906001
3219,2012,Michigan,0.5480053207117788
3225,2012,Minnesota,0.5394122646169819
3237,2012,Mississippi,0.4419810080121222
3243,2012,Missouri,0.45221333246620027
3247,2012,Montana,0.42965768136118543
3251,2012,Nebraska,0.38870609731774636
3255,2012,Nevada,0.5340754216334653
3260,2012,New Hampshire,0.528337519782581
3266,2012,New Jersey,0.5895196555058577
3276,2012,New Mexico,0.5529520464690869
3282,2012,New York,0.6604269487027739
3293,2012,North Carolina,0.48965965096995
3297,2012,North Dakota,0.39888791711088273
3302,2012,Ohio,0.5151405676924949
3311,2012,Oklahoma,0.3322768025698344
3312,2012,Oregon,0.5627116717874738
3319,2012,Pennsylvania,0.5273193400189182
3323,2012,Rhode Island,0.6401674597888212
3332,2012,South Carolina,0.44691745295434626
3337,2012,South Dakota,0.4078150086180476
3341,2012,Tennessee,0.3964892847370595
3346,2012,Texas,0.41992102784893615
3351,2012,Utah,0.2537381110485252
3358,2012,Vermont,0.6824725882639062
3364,2012,Virginia,0.5196737668876448
3370,2012,Washington,0.5762829827062185
3379,2012,West Virginia,0.36325702367957263
3383,2012,Wisconsin,0.5346342998287241
3389,2012,Wyoming,0.2883936598847857
3396,2016,Alabama,0.3562585640603926
3401,2016,Alaska,0.4161434528893193
3408,2016,Arizona,0.4810997659896054
3418,2016,Arkansas,0.35714862310229534
3425,2016,California,0.6612822054272989
3431,2016,Colorado,0.5268333337268244
3451,2016,Connecticut,0.5714154751726364
3456,2016,Delaware,0.5599862144368122
3460,2016,District of Columbia,0.9569518834185409
3468,2016,Florida,0.4938116452722452
3475,2016,Georgia,0.47338827400696787
3478,2016,Hawaii,0.6744133745053545
3486,2016,Idaho,0.31689823319194416
3490,2016,Illinois,0.5902005139071148
3496,2016,Indiana,0.3988269047549193
3503,2016,Iowa,0.4493645215487965
3513,2016,Kansas,0.38888529657393334
3518,2016,Kentucky,0.34329370982490137
3525,2016,Louisiana,0.3982832276219221
3529,2016,Maine,0.5159679112916253
3535,2016,Maryland,0.6401624968476939
3544,2016,Massachusetts,0.646512786896295
3552,2016,Michigan,0.4988233178303845
3558,2016,Minnesota,0.5083169370718048
3569,2016,Mississippi,0.4091015267593994
3576,2016,Missouri,0.40181439004433933
3582,2016,Montana,0.38890335682975563
3587,2016,Nebraska,0.3645232588682243
3591,2016,Nevada,0.512937094199852
3597,2016,New Hampshire,0.501970284423807
3604,2016,New Jersey,0.5728419014290129
3613,2016,New Mexico,0.5465079493432411
3621,2016,New York,0.6341150649977537
3634,2016,North Carolina,0.48096254196281285
3639,2016,North Dakota,0.30190757103480254
3646,2016,Ohio,0.45732315422864095
3651,2016,Oklahoma,0.30695262761671865
3653,2016,Oregon,0.5615583894505436
3659,2016,Pennsylvania,0.4962446419250984
3663,2016,Rhode Island,0.5831070409265982
3670,2016,South Carolina,0.4253974363947598
3677,2016,South Dakota,0.3402814192056875
3681,2016,Tennessee,0.3637565695473801
3685,2016,Texas,0.45286774422028014
3690,2016,Utah,0.37617101654588714
3695,2016,Vermont,0.6518642632382037
3704,2016,Virginia,0.528263762771547
3710,2016,Washington,0.5878693120006476
3719,2016,West Virginia,0.27838947748704224
3724,2016,Wisconsin,0.49592010961970284
3733,2016,Wyoming,0.2429468037084621
3740,2020,Alabama,0.3708862516664528
3744,2020,Alaska,0.4473815127615069
3752,2020,Arizona,0.5015683167912931
3762,2020,Arkansas,0.3578756672201685
3773,2020,California,0.6490891136066756
3784,2020,Colorado,0.5693831949230015
3807,2020,Connecticut,0.6019504908807785
3838,2020,Delaware,0.5962674416498447
3842,2020,District of Columbia,0.9446695384761944
3849,2020,Florida,0.48305245337858443
3878,2020,Georgia,0.5011932966290864
3881,2020,Hawaii,0.6503266464651488
3889,2020,Idaho,0.3412285707492213
3904,2020,Illinois,0.5865904373280693
3924,2020,Indiana,0.4180495199255704
3939,2020,Iowa,0.4581673691536295
3951,2020,Kansas,0.4250657174436865
3954,2020,Kentucky,0.36799897099737033
3968,2020,Louisiana,0.4053555954370895
3981,2020,Maine,0.5467040458200397
3989,2020,Maryland,0.6702904704709234
4014,2020,Massachusetts,0.6711554954014815
4020,2020,Michigan,0.5141355934440947
4032,2020,Minnesota,0.5363951364856667
4041,2020,Mississippi,0.4161501417261114
4051,2020,Missouri,0.4216417935559855
4062,2020,Montana,0.41602819907951893
4068,2020,Nebraska,0.40215947753398273
4073,2020,Nevada,0.512231173400438
4078,2020,New Hampshire,0.5374834772159505
4100,2020,New Jersey,0.5807128358679484
4109,2020,New Mexico,0.5551849015171975
4113,2020,New York,0.6171683489301224
4138,2020,North Carolina,0.4931581746681328
4145,2020,North Dakota,0.3278259157710337
4149,2020,Ohio,0.45923302352297285
4159,2020,Oklahoma,0.3305996050309349
4165,2020,Oregon,0.5830715698544173
4171,2020,Pennsylvania,0.5058920525934906
4173,2020,Rhode Island,0.6059935988395926
4184,2020,South Carolina,0.44073391250417904
4186,2020,South Dakota,0.365652201383185
4189,2020,Tennessee,0.38172229627933646
4202,2020,Texas,0.4716927876322047
4216,2020,Utah,0.39306394878148365
4228,2020,Vermont,0.6829918655280656
4252,2020,Virginia,0.551546869993999
4256,2020,Washington,0.599255031847907
4263,2020,West Virginia,0.3020146768607797
4267,2020,Wisconsin,0.5031906326653399
4280,2020,Wyoming,0.27519565624414905
